0 0 0.0842968 0 0
0.0842968 0.00990099 0.159715 0 0
0.159715 0.019802 0.227091 0 0
0.227091 0.029703 0.287183 0 0
0.287183 0.039604 0.340678 0 0
0.340678 0.049505 0.388198 0 0
0.388198 0.0594059 0.430306 0 0
0.430306 0.0693069 0.467511 0 0
0.467511 0.0792079 0.500278 0 0
0.500278 0.0891089 0.529022 0 0
0.529022 0.0990099 0.554125 0 0
0.554125 0.108911 0.575929 0 0
0.575929 0.118812 0.594745 0 0
0.594745 0.128713 0.610854 0 0
0.610854 0.138614 0.624513 0 0
0.624513 0.148515 0.635951 0 0
0.635951 0.158416 0.645379 0 0
0.645379 0.168317 0.652985 0 0
0.652985 0.178218 0.658942 0 0
0.658942 0.188119 0.663405 0 0
0.663405 0.19802 0.666515 0 0
0.666515 0.207921 0.668399 0 0
0.668399 0.217822 0.669173 0 0
0.669173 0.227723 0.668941 0 0
0.668941 0.237624 0.667799 0 0
0.667799 0.247525 0.665831 0 0
0.665831 0.257426 0.663117 0 0
0.663117 0.267327 0.659726 0 0
0.659726 0.277228 0.655722 0 0
0.655722 0.287129 0.651164 0 0
0.651164 0.29703 0.646102 0 0
0.646102 0.306931 0.640585 0 0
0.640585 0.316832 0.634655 0 0
0.634655 0.326733 0.628352 0 0
0.628352 0.336634 0.621711 0 0
0.621711 0.346535 0.614763 0 0
0.614763 0.356436 0.607537 0 0
0.607537 0.366337 0.600061 0 0
0.600061 0.376238 0.592356 0 0
0.592356 0.386139 0.584445 0 0
0.584445 0.39604 0.576348 0 0
0.576348 0.405941 0.568081 0 0
0.568081 0.415842 0.559661 0 0
0.559661 0.425743 0.551102 0 0
0.551102 0.435644 0.542417 0 0
0.542417 0.445545 0.533619 0 0
0.533619 0.455446 0.524717 0 0
0.524717 0.465347 0.515722 0 0
0.515722 0.475248 0.506643 0 0
0.506643 0.485149 0.497487 0 0
0.497487 0.49505 0.488261 0 0
0.488261 0.50495 0.478972 0 0
0.478972 0.514851 0.469627 0 0
0.469627 0.524752 0.46023 0 0
0.46023 0.534653 0.450786 0 0
0.450786 0.544554 0.4413 0 0
0.4413 0.554455 0.431776 0 0
0.431776 0.564356 0.422217 0 0
0.422217 0.574257 0.412627 0 0
0.412627 0.584158 0.403008 0 0
0.403008 0.594059 0.393363 0 0
0.393363 0.60396 0.383695 0 0
0.383695 0.613861 0.374006 0 0
0.374006 0.623762 0.364297 0 0
0.364297 0.633663 0.354572 0 0
0.354572 0.643564 0.34483 0 0
0.34483 0.653465 0.335075 0 0
0.335075 0.663366 0.325306 0 0
0.325306 0.673267 0.315526 0 0
0.315526 0.683168 0.305735 0 0
0.305735 0.693069 0.295935 0 0
0.295935 0.70297 0.286126 0 0
0.286126 0.712871 0.276309 0 0
0.276309 0.722772 0.266485 0 0
0.266485 0.732673 0.256654 0 0
0.256654 0.742574 0.246818 0 0
0.246818 0.752475 0.236976 0 0
0.236976 0.762376 0.22713 0 0
0.22713 0.772277 0.217279 0 0
0.217279 0.782178 0.207424 0 0
0.207424 0.792079 0.197566 0 0
0.197566 0.80198 0.187704 0 0
0.187704 0.811881 0.17784 0 0
0.17784 0.821782 0.167973 0 0
0.167973 0.831683 0.158104 0 0
0.158104 0.841584 0.148232 0 0
0.148232 0.851485 0.138358 0 0
0.138358 0.861386 0.128483 0 0
0.128483 0.871287 0.118606 0 0
0.118606 0.881188 0.108728 0 0
0.108728 0.891089 0.0988478 0 0
0.0988478 0.90099 0.0889669 0 0
0.0889669 0.910891 0.0790849 0 0
0.0790849 0.920792 0.0692018 0 0
0.0692018 0.930693 0.0593179 0 0
0.0593179 0.940594 0.0494332 0 0
0.0494332 0.950495 0.0395478 0 0
0.0395478 0.960396 0.0296617 0 0
0.0296617 0.970297 0.019775 0 0
0.019775 0.980198 0.00988774 0 0
0.00988774 0.990099 0 0 0
0 1 6.47824e-319 0 0
