   1.0001   1.0001   1.0001   1.0001   1.0001   1.0001   1.0001   1.0001   1.0001   1.0001   1.0001   1.0001   1.0001   1.0001   1.0001   1.0001   1.0001   1.0001   1.0001   1.0001   1.0001   1.0001   1.0001   1.0001   1.0001   1.0001   1.0001   1.0001   1.0001   1.0001   1.0001   1.0001   1.0001   1.0001   1.0001   1.0001   1.0001   1.0001   1.0001   1.0001   1.0001   1.0001   1.0001   1.0001   1.0001   1.0001   1.0001   1.0001   1.0001   1.0001   1.0001   1.0001   1.0001   1.0001   1.0001   1.0001   1.0001   1.0001   1.0001   1.0001   1.0001   1.0001   1.0001   1.0001   1.0001   1.0001   1.0001   1.0001   1.0001   1.0001   1.0001   1.0001   1.0001   1.0001   1.0001   1.0001   1.0001   1.0001   1.0001   1.0001   1.0001   1.0001   1.0001   1.0001   1.0001   1.0001   1.0001   1.0001   1.0001   1.0001   1.0001   1.0001   1.0001   1.0001   1.0001   1.0001   1.0001   1.0001   1.0001   1.0001   1.0001   1.0001   1.0001   1.0001   1.0001   1.0001   1.0001   1.0001   1.0001   1.0001   1.0001   1.0001   1.0001   1.0001   1.0001   1.0001   1.0001   1.0001   1.0001   1.0001   1.0001   1.0001   1.0001   1.0001   1.0001   1.0001   1.0001   1.0001   1.0001   1.0001   1.0001   1.0001   1.0001   1.0001   1.0001   1.0001   1.0001   1.0001   1.0001   1.0001   1.0001   1.0001   1.0001   1.0001   1.0001   1.0001   1.0001   1.0001   1.0001   1.0001   1.0001   1.0001   1.0001   1.0001   1.0001   1.0001   1.0001   1.0001   1.0001   1.0001   1.0001   1.0001   1.0001   1.0001   1.0001   1.0001   1.0001   1.0001   1.0001   1.0001   1.0001   1.0001   1.0001   1.0001   1.0001   1.0001   1.0001   1.0001   1.0001   1.0001   1.0001   1.0001   1.0001   1.0001   1.0001   1.0001   1.0001   1.0001   1.0001   1.0001   1.0001   1.0001   1.0001   1.0001   1.0001   1.0001   1.0001   1.0001   1.0001
   0.2215   0.3378   0.4255   0.4811   0.5084   0.5432   0.5796   0.5990   0.6190   0.6253   0.6319   0.6670   0.6606   0.6817   0.6734   0.6906   0.7051   0.7130   0.6991   0.7210   0.7171   0.7170   0.7360   0.7346   0.7400   0.7482   0.7444   0.7487   0.7589   0.7525   0.7366   0.7465   0.7588   0.7505   0.7604   0.7820   0.7807   0.7714   0.7726   0.7800   0.7931   0.7860   0.7915   0.7912   0.7940   0.7951   0.7964   0.7922   0.7925   0.7884   0.7992   0.7995   0.7965   0.8000   0.7933   0.8009   0.8070   0.8044   0.8068   0.8104   0.8053   0.8115   0.8009   0.8145   0.8131   0.8195   0.8292   0.8213   0.8236   0.8212   0.8252   0.8268   0.8285   0.8238   0.8149   0.8161   0.8292   0.8354   0.8261   0.8035   0.8268   0.8103   0.8056   0.8289   0.8361   0.8243   0.8414   0.8414   0.8348   0.8335   0.8347   0.8298   0.8313   0.8298   0.8454   0.8460   0.8517   0.8310   0.8387   0.8330   0.8460   0.8511   0.8512   0.8387   0.8410   0.8366   0.8535   0.8359   0.8373   0.8361   0.8405   0.8476   0.8474   0.8448   0.8617   0.8518   0.8443   0.8417   0.8504   0.8465   0.8468   0.8303   0.8484   0.8430   0.8395   0.8501   0.8427   0.8551   0.8481   0.8464   0.8504   0.8367   0.8590   0.8533   0.8402   0.8353   0.8362   0.8435   0.8505   0.8624   0.8470   0.8476   0.8415   0.8348   0.8386   0.8561   0.8508   0.8448   0.8539   0.8510   0.8553   0.8430   0.8402   0.8585   0.8609   0.8444   0.8388   0.8340   0.8545   0.8582   0.8517   0.8485   0.8543   0.8529   0.8513   0.8451   0.8546   0.8568   0.8563   0.8475   0.8369   0.8482   0.8510   0.8561   0.8655   0.8581   0.8742   0.8766   0.8524   0.8510   0.8643   0.8447   0.8642   0.8458   0.8587   0.8452   0.8637   0.8595   0.8621   0.8599   0.8477   0.8457   0.8618   0.8424   0.8562   0.8380   0.8453   0.8524   0.8464
   0.0165   0.0692   0.1246   0.1786   0.2273   0.2618   0.2919   0.3252   0.3495   0.3721   0.3950   0.4033   0.4274   0.4427   0.4588   0.4741   0.4829   0.4864   0.5057   0.5126   0.5334   0.5443   0.5455   0.5525   0.5602   0.5659   0.5714   0.5696   0.5631   0.5830   0.6014   0.5926   0.5918   0.5988   0.6159   0.6159   0.6172   0.6299   0.6247   0.6249   0.6296   0.6358   0.6310   0.6343   0.6534   0.6425   0.6390   0.6461   0.6516   0.6571   0.6595   0.6694   0.6624   0.6602   0.6687   0.6750   0.6711   0.6745   0.6746   0.6762   0.6737   0.6826   0.6925   0.6907   0.6962   0.6968   0.6943   0.6960   0.6986   0.7064   0.7023   0.7174   0.7087   0.7134   0.7101   0.7023   0.7083   0.7041   0.7075   0.7103   0.6995   0.7184   0.7270   0.7126   0.7113   0.7322   0.7077   0.7169   0.7203   0.7346   0.7284   0.7323   0.7365   0.7411   0.7450   0.7511   0.7314   0.7455   0.7232   0.7373   0.7360   0.7300   0.7245   0.7384   0.7294   0.7468   0.7371   0.7461   0.7490   0.7568   0.7518   0.7520   0.7619   0.7563   0.7401   0.7538   0.7606   0.7623   0.7525   0.7624   0.7498   0.7483   0.7394   0.7448   0.7451   0.7446   0.7529   0.7530   0.7454   0.7487   0.7501   0.7618   0.7591   0.7578   0.7637   0.7579   0.7610   0.7628   0.7586   0.7651   0.7733   0.7697   0.7704   0.7679   0.7618   0.7559   0.7474   0.7588   0.7580   0.7650   0.7549   0.7628   0.7640   0.7495   0.7534   0.7494   0.7458   0.7598   0.7537   0.7457   0.7568   0.7582   0.7568   0.7595   0.7643   0.7600   0.7579   0.7654   0.7563   0.7600   0.7621   0.7677   0.7729   0.7836   0.7728   0.7830   0.7702   0.7714   0.7873   0.7733   0.7710   0.7687   0.7726   0.7651   0.7756   0.7733   0.7577   0.7674   0.7769   0.7735   0.7743   0.7739   0.7654   0.7678   0.7568   0.7723   0.7634   0.7511   0.7683
   0.0003   0.0054   0.0177   0.0402   0.0656   0.0927   0.1119   0.1394   0.1604   0.1802   0.2009   0.2225   0.2369   0.2444   0.2699   0.2771   0.2955   0.3155   0.3280   0.3391   0.3485   0.3516   0.3604   0.3767   0.3891   0.3938   0.4044   0.4072   0.4247   0.4252   0.4325   0.4511   0.4442   0.4545   0.4568   0.4690   0.4735   0.4751   0.4851   0.4893   0.4927   0.4933   0.5050   0.5035   0.4909   0.5038   0.5148   0.5165   0.5246   0.5161   0.5255   0.5306   0.5313   0.5271   0.5357   0.5448   0.5390   0.5466   0.5486   0.5539   0.5535   0.5620   0.5642   0.5665   0.5716   0.5662   0.5708   0.5787   0.5743   0.5886   0.5957   0.5852   0.5870   0.5887   0.6041   0.6061   0.5943   0.5909   0.6009   0.6160   0.6111   0.6029   0.6008   0.6108   0.6001   0.6040   0.6198   0.6126   0.6231   0.6125   0.6125   0.6141   0.6182   0.6300   0.6220   0.6207   0.6298   0.6267   0.6494   0.6272   0.6315   0.6308   0.6329   0.6383   0.6395   0.6372   0.6306   0.6358   0.6419   0.6368   0.6354   0.6300   0.6323   0.6337   0.6487   0.6506   0.6366   0.6432   0.6540   0.6419   0.6497   0.6505   0.6434   0.6523   0.6561   0.6609   0.6579   0.6477   0.6694   0.6713   0.6576   0.6613   0.6572   0.6601   0.6667   0.6825   0.6665   0.6659   0.6817   0.6704   0.6655   0.6603   0.6591   0.6622   0.6686   0.6662   0.6671   0.6658   0.6644   0.6567   0.6605   0.6575   0.6624   0.6563   0.6478   0.6539   0.6618   0.6525   0.6473   0.6537   0.6528   0.6518   0.6516   0.6554   0.6502   0.6658   0.6596   0.6528   0.6512   0.6569   0.6666   0.6605   0.6661   0.6605   0.6616   0.6666   0.6691   0.6687   0.6762   0.6808   0.6726   0.6733   0.6574   0.6615   0.6502   0.6628   0.6799   0.6722   0.6668   0.6671   0.6695   0.6686   0.6649   0.6634   0.6683   0.6686   0.6626   0.6703   0.6754
   6.0476e-05   2.0001e-04   1.2000e-03   5.4001e-03   1.3901e-02   2.4101e-02   3.8402e-02   4.4204e-02   6.1904e-02   7.7906e-02   9.0408e-02   1.0411e-01   1.1731e-01   1.3201e-01   1.4061e-01   1.5771e-01   1.6282e-01   1.7662e-01   1.9282e-01   2.0062e-01   2.1622e-01   2.2852e-01   2.4072e-01   2.4382e-01   2.5122e-01   2.6293e-01   2.7433e-01   2.8763e-01   2.8493e-01   2.8993e-01   2.9833e-01   3.0853e-01   3.2913e-01   3.3263e-01   3.3323e-01   3.3143e-01   3.3563e-01   3.4363e-01   3.5353e-01   3.5824e-01   3.6194e-01   3.6974e-01   3.6874e-01   3.7614e-01   3.8744e-01   3.9394e-01   4.0184e-01   4.0654e-01   3.9954e-01   4.0954e-01   4.0574e-01   4.0404e-01   4.1614e-01   4.2754e-01   4.2604e-01   4.1824e-01   4.3214e-01   4.3444e-01   4.3904e-01   4.4044e-01   4.4224e-01   4.3804e-01   4.5684e-01   4.4685e-01   4.4054e-01   4.6044e-01   4.5725e-01   4.5775e-01   4.6885e-01   4.6065e-01   4.6735e-01   4.6775e-01   4.6985e-01   4.7675e-01   4.7965e-01   4.8135e-01   4.8715e-01   4.9885e-01   4.9915e-01   4.9465e-01   5.0005e-01   5.0725e-01   5.0665e-01   4.9845e-01   5.0655e-01   4.9815e-01   5.0155e-01   5.1145e-01   5.0955e-01   5.0745e-01   5.1555e-01   5.1305e-01   5.1645e-01   5.1355e-01   5.1705e-01   5.1925e-01   5.2345e-01   5.1955e-01   5.1545e-01   5.2995e-01   5.2115e-01   5.2455e-01   5.3095e-01   5.2975e-01   5.3085e-01   5.3355e-01   5.4515e-01   5.4175e-01   5.3205e-01   5.3415e-01   5.3905e-01   5.4665e-01   5.3635e-01   5.3635e-01   5.3435e-01   5.3695e-01   5.3935e-01   5.3985e-01   5.4445e-01   5.4755e-01   5.5145e-01   5.5616e-01   5.5186e-01   5.4996e-01   5.5995e-01   5.5696e-01   5.6006e-01   5.5106e-01   5.5076e-01   5.4876e-01   5.6225e-01   5.5476e-01   5.5496e-01   5.6596e-01   5.5826e-01   5.5686e-01   5.7246e-01   5.7126e-01   5.5156e-01   5.5696e-01   5.5126e-01   5.5506e-01   5.5316e-01   5.5516e-01   5.6436e-01   5.6456e-01   5.7106e-01   5.6166e-01   5.6476e-01   5.7326e-01   5.5826e-01   5.5746e-01   5.6536e-01   5.6386e-01   5.6656e-01   5.7356e-01   5.5876e-01   5.5786e-01   5.6046e-01   5.6436e-01   5.6596e-01   5.7156e-01   5.6136e-01   5.6646e-01   5.6526e-01   5.6246e-01   5.7336e-01   5.6736e-01   5.6566e-01   5.6256e-01   5.6266e-01   5.6836e-01   5.5766e-01   5.6296e-01   5.7066e-01   5.6636e-01   5.6536e-01   5.6916e-01   5.6096e-01   5.6996e-01   5.7816e-01   5.7106e-01   5.7286e-01   5.7536e-01   5.7166e-01   5.7276e-01   5.6006e-01   5.6506e-01   5.6796e-01   5.6486e-01   5.5706e-01   5.6816e-01   5.7446e-01   5.7836e-01   5.7406e-01   5.6536e-01   5.7956e-01   5.8666e-01   5.7756e-01
   4.9595e-05   4.9595e-09   4.9595e-13   5.0000e-04   1.1000e-03   3.9001e-03   9.3004e-03   1.6201e-02   2.0902e-02   2.7502e-02   3.6003e-02   4.2004e-02   5.5004e-02   6.0506e-02   7.3406e-02   7.7207e-02   8.9908e-02   9.5409e-02   1.0111e-01   1.1351e-01   1.1741e-01   1.2971e-01   1.3631e-01   1.4701e-01   1.5551e-01   1.6282e-01   1.7202e-01   1.8512e-01   1.9652e-01   1.9832e-01   2.0272e-01   2.0472e-01   2.1562e-01   2.2142e-01   2.3342e-01   2.4392e-01   2.4072e-01   2.4482e-01   2.4832e-01   2.5472e-01   2.6163e-01   2.6723e-01   2.7363e-01   2.7833e-01   2.8133e-01   2.8403e-01   2.8363e-01   2.9383e-01   2.9733e-01   3.0443e-01   3.1663e-01   3.1363e-01   3.1623e-01   3.1993e-01   3.2733e-01   3.2903e-01   3.2933e-01   3.3273e-01   3.3373e-01   3.3803e-01   3.4913e-01   3.5383e-01   3.4704e-01   3.5723e-01   3.6144e-01   3.4504e-01   3.5333e-01   3.5864e-01   3.6014e-01   3.6834e-01   3.5844e-01   3.6634e-01   3.7274e-01   3.7454e-01   3.7284e-01   3.8414e-01   3.8824e-01   3.8654e-01   3.9244e-01   3.9084e-01   3.8674e-01   3.8954e-01   3.9244e-01   3.9614e-01   3.9954e-01   4.0494e-01   4.0404e-01   4.0624e-01   4.0634e-01   4.1584e-01   4.1554e-01   4.0394e-01   4.0914e-01   4.1274e-01   4.1294e-01   4.1334e-01   4.1594e-01   4.2154e-01   4.2954e-01   4.2564e-01   4.3564e-01   4.3334e-01   4.2904e-01   4.2874e-01   4.3364e-01   4.3294e-01   4.2794e-01   4.3774e-01   4.3944e-01   4.3974e-01   4.3524e-01   4.3394e-01   4.3794e-01   4.4384e-01   4.3804e-01   4.3864e-01   4.4234e-01   4.4204e-01   4.4374e-01   4.4894e-01   4.4334e-01   4.4254e-01   4.5794e-01   4.5855e-01   4.5055e-01   4.4255e-01   4.4334e-01   4.5624e-01   4.4575e-01   4.4844e-01   4.5854e-01   4.5935e-01   4.6465e-01   4.6635e-01   4.6045e-01   4.5995e-01   4.5165e-01   4.5395e-01   4.5785e-01   4.6175e-01   4.7045e-01   4.6255e-01   4.6525e-01   4.7095e-01   4.6155e-01   4.5215e-01   4.5845e-01   4.6375e-01   4.6575e-01   4.6045e-01   4.7095e-01   4.7005e-01   4.6285e-01   4.6455e-01   4.7385e-01   4.6515e-01   4.7325e-01   4.7105e-01   4.7075e-01   4.6565e-01   4.6375e-01   4.6485e-01   4.7815e-01   4.6745e-01   4.7065e-01   4.6245e-01   4.6655e-01   4.7385e-01   4.7515e-01   4.7005e-01   4.6925e-01   4.7035e-01   4.7605e-01   4.7215e-01   4.6825e-01   4.6185e-01   4.7215e-01   4.6945e-01   4.7305e-01   4.6545e-01   4.6215e-01   4.7395e-01   4.7795e-01   4.8195e-01   4.7795e-01   4.6895e-01   4.6435e-01   4.6195e-01   4.5885e-01   4.6275e-01   4.7245e-01   4.7355e-01   4.8015e-01   4.7135e-01   4.7245e-01   4.8635e-01   4.7375e-01   4.7055e-01   4.6125e-01
   3.9924e-05   3.9924e-09   3.9924e-13   3.9924e-17   2.0000e-04   6.0002e-04   1.4001e-03   3.8001e-03   5.2004e-03   8.0005e-03   1.0701e-02   1.7201e-02   1.9302e-02   2.7002e-02   3.0003e-02   3.4503e-02   4.2803e-02   4.8804e-02   5.3105e-02   5.6405e-02   6.5606e-02   6.8307e-02   7.5707e-02   7.8708e-02   8.6108e-02   9.2509e-02   9.6709e-02   1.0411e-01   1.1381e-01   1.1931e-01   1.3181e-01   1.3401e-01   1.3681e-01   1.4531e-01   1.5091e-01   1.5152e-01   1.6322e-01   1.6762e-01   1.6672e-01   1.7162e-01   1.7522e-01   1.8072e-01   1.8582e-01   1.9042e-01   2.0272e-01   2.0582e-01   2.0992e-01   2.0712e-01   2.1562e-01   2.2002e-01   2.1782e-01   2.3112e-01   2.3002e-01   2.3162e-01   2.3682e-01   2.3992e-01   2.4672e-01   2.4772e-01   2.4842e-01   2.4972e-01   2.4962e-01   2.5322e-01   2.5653e-01   2.5973e-01   2.6443e-01   2.7183e-01   2.7433e-01   2.7483e-01   2.7033e-01   2.7403e-01   2.8293e-01   2.8063e-01   2.8323e-01   2.9113e-01   2.8183e-01   2.8703e-01   2.8683e-01   2.9873e-01   2.8923e-01   3.0253e-01   3.1133e-01   3.0883e-01   3.1003e-01   3.1513e-01   3.2213e-01   3.1473e-01   3.1793e-01   3.1443e-01   3.2203e-01   3.1993e-01   3.1663e-01   3.3073e-01   3.2223e-01   3.2223e-01   3.2563e-01   3.2813e-01   3.3553e-01   3.3793e-01   3.3253e-01   3.3213e-01   3.2713e-01   3.3433e-01   3.3183e-01   3.3383e-01   3.3013e-01   3.2963e-01   3.4073e-01   3.3333e-01   3.4113e-01   3.4663e-01   3.4923e-01   3.4803e-01   3.5013e-01   3.4214e-01   3.4893e-01   3.4113e-01   3.4233e-01   3.5533e-01   3.4254e-01   3.4553e-01   3.4993e-01   3.4973e-01   3.5613e-01   3.5454e-01   3.5744e-01   3.5764e-01   3.5664e-01   3.6374e-01   3.6144e-01   3.6434e-01   3.5134e-01   3.5684e-01   3.4834e-01   3.4383e-01   3.5233e-01   3.5314e-01   3.5494e-01   3.6124e-01   3.6194e-01   3.5604e-01   3.5134e-01   3.6444e-01   3.6094e-01   3.4794e-01   3.5353e-01   3.6514e-01   3.7124e-01   3.7154e-01   3.6614e-01   3.7514e-01   3.7864e-01   3.7374e-01   3.7104e-01   3.7724e-01   3.6954e-01   3.7734e-01   3.8024e-01   3.8484e-01   3.8684e-01   3.7864e-01   3.7984e-01   3.7574e-01   3.7294e-01   3.7404e-01   3.7274e-01   3.7674e-01   3.7374e-01   3.6714e-01   3.6994e-01   3.7344e-01   3.6924e-01   3.7484e-01   3.6694e-01   3.7214e-01   3.7124e-01   3.7234e-01   3.6234e-01   3.6704e-01   3.7024e-01   3.7484e-01   3.6804e-01   3.7114e-01   3.6844e-01   3.6614e-01   3.7424e-01   3.6974e-01   3.7814e-01   3.7794e-01   3.7664e-01   3.7444e-01   3.7054e-01   3.7214e-01   3.6674e-01   3.7744e-01   3.7814e-01   3.7304e-01   3.7934e-01   3.7724e-01   3.8374e-01
   3.0123e-05   3.0123e-09   3.0123e-13   3.0123e-17   3.0123e-21   1.0000e-04   4.0001e-04   6.0004e-04   1.2001e-03   2.1001e-03   4.0002e-03   4.9004e-03   8.0005e-03   8.9008e-03   1.1801e-02   1.5801e-02   1.7002e-02   2.1102e-02   2.5202e-02   2.8503e-02   2.8903e-02   3.5103e-02   3.9504e-02   4.2504e-02   4.7404e-02   5.2005e-02   5.4505e-02   5.9305e-02   6.1206e-02   6.6306e-02   7.3307e-02   8.0607e-02   8.2108e-02   8.4108e-02   8.8508e-02   9.5609e-02   1.0031e-01   1.0511e-01   1.0781e-01   1.1491e-01   1.1661e-01   1.2121e-01   1.2761e-01   1.3251e-01   1.3121e-01   1.3611e-01   1.3801e-01   1.4361e-01   1.4601e-01   1.5591e-01   1.5092e-01   1.5182e-01   1.6282e-01   1.6472e-01   1.6502e-01   1.6692e-01   1.6502e-01   1.7152e-01   1.7592e-01   1.7962e-01   1.8332e-01   1.8302e-01   1.8022e-01   1.8532e-01   1.8812e-01   1.9362e-01   1.8692e-01   1.9792e-01   1.9652e-01   1.9742e-01   2.0062e-01   2.0002e-01   2.0012e-01   1.9722e-01   2.0912e-01   1.9892e-01   2.0782e-01   2.0112e-01   2.0882e-01   2.0932e-01   2.1072e-01   2.1442e-01   2.1892e-01   2.1682e-01   2.1762e-01   2.2522e-01   2.2632e-01   2.2872e-01   2.2502e-01   2.2792e-01   2.3252e-01   2.3212e-01   2.3752e-01   2.3912e-01   2.3592e-01   2.4462e-01   2.3622e-01   2.3812e-01   2.4162e-01   2.4022e-01   2.4192e-01   2.3772e-01   2.4922e-01   2.4622e-01   2.4712e-01   2.4782e-01   2.4772e-01   2.5462e-01   2.4693e-01   2.5142e-01   2.4753e-01   2.4522e-01   2.4992e-01   2.5742e-01   2.5783e-01   2.5543e-01   2.6013e-01   2.4893e-01   2.6052e-01   2.6273e-01   2.6743e-01   2.6823e-01   2.5743e-01   2.5673e-01   2.5743e-01   2.6243e-01   2.6703e-01   2.6263e-01   2.6543e-01   2.5453e-01   2.6473e-01   2.6433e-01   2.6113e-01   2.5893e-01   2.6083e-01   2.6653e-01   2.6483e-01   2.5923e-01   2.6213e-01   2.6333e-01   2.6683e-01   2.6263e-01   2.6803e-01   2.7773e-01   2.7413e-01   2.6933e-01   2.6833e-01   2.6973e-01   2.7013e-01   2.6763e-01   2.6863e-01   2.7663e-01   2.7463e-01   2.7783e-01   2.7893e-01   2.7673e-01   2.7603e-01   2.7643e-01   2.7563e-01   2.8643e-01   2.7623e-01   2.8203e-01   2.7373e-01   2.6693e-01   2.7673e-01   2.7613e-01   2.7563e-01   2.8013e-01   2.7323e-01   2.8383e-01   2.8303e-01   2.7343e-01   2.8173e-01   2.7383e-01   2.7283e-01   2.7493e-01   2.7023e-01   2.7073e-01   2.7373e-01   2.7233e-01   2.7973e-01   2.6983e-01   2.7293e-01   2.7493e-01   2.7393e-01   2.7853e-01   2.8233e-01   2.7293e-01   2.7983e-01   2.8203e-01   2.8153e-01   2.7693e-01   2.8033e-01   2.7783e-01   2.7643e-01   2.7783e-01   2.7763e-01   2.7433e-01   2.7853e-01
   1.9862e-05   1.9862e-09   1.9862e-13   1.9862e-17   1.9862e-21   1.9862e-25   1.9862e-29   1.0000e-04   1.0001e-04   4.0001e-04   9.0004e-04   1.8001e-03   1.7002e-03   2.7002e-03   3.4003e-03   4.6003e-03   5.7005e-03   7.5006e-03   9.7008e-03   1.1001e-02   1.3501e-02   1.4601e-02   1.6201e-02   1.9802e-02   2.4202e-02   2.6702e-02   2.6703e-02   2.8703e-02   3.2103e-02   3.6203e-02   3.6104e-02   3.7504e-02   4.3304e-02   4.7904e-02   4.8805e-02   5.0805e-02   5.6605e-02   6.2206e-02   6.5806e-02   6.6407e-02   7.2907e-02   7.3807e-02   7.4207e-02   7.5707e-02   8.3108e-02   8.2408e-02   8.3908e-02   8.4708e-02   8.8108e-02   8.4509e-02   8.8608e-02   9.4909e-02   9.0409e-02   9.7009e-02   9.9510e-02   1.0121e-01   1.0731e-01   1.0521e-01   1.0981e-01   1.1011e-01   1.1201e-01   1.1041e-01   1.1451e-01   1.1431e-01   1.1431e-01   1.1641e-01   1.2601e-01   1.1961e-01   1.3031e-01   1.2651e-01   1.2761e-01   1.2971e-01   1.3381e-01   1.3411e-01   1.2961e-01   1.3321e-01   1.2711e-01   1.3201e-01   1.3471e-01   1.3401e-01   1.3701e-01   1.3291e-01   1.3461e-01   1.4091e-01   1.4341e-01   1.4161e-01   1.4551e-01   1.4521e-01   1.4611e-01   1.4741e-01   1.4821e-01   1.5081e-01   1.5112e-01   1.5392e-01   1.5762e-01   1.5302e-01   1.5542e-01   1.5632e-01   1.5382e-01   1.5692e-01   1.6012e-01   1.6012e-01   1.5372e-01   1.5292e-01   1.5582e-01   1.5552e-01   1.5692e-01   1.6022e-01   1.6262e-01   1.5852e-01   1.5972e-01   1.6552e-01   1.6222e-01   1.6352e-01   1.6242e-01   1.7232e-01   1.6112e-01   1.6352e-01   1.6272e-01   1.6192e-01   1.6352e-01   1.6532e-01   1.6752e-01   1.7112e-01   1.6762e-01   1.6782e-01   1.6702e-01   1.6732e-01   1.7162e-01   1.7402e-01   1.6892e-01   1.7112e-01   1.7552e-01   1.7452e-01   1.7172e-01   1.7182e-01   1.7672e-01   1.7802e-01   1.7422e-01   1.7222e-01   1.7212e-01   1.7262e-01   1.7112e-01   1.7382e-01   1.7462e-01   1.7382e-01   1.6842e-01   1.7142e-01   1.7202e-01   1.7542e-01   1.7472e-01   1.7322e-01   1.7932e-01   1.7572e-01   1.8052e-01   1.8142e-01   1.8112e-01   1.7962e-01   1.7692e-01   1.7592e-01   1.8602e-01   1.8332e-01   1.8432e-01   1.8662e-01   1.8172e-01   1.8162e-01   1.7552e-01   1.7872e-01   1.8162e-01   1.7662e-01   1.8002e-01   1.7822e-01   1.7652e-01   1.7652e-01   1.7752e-01   1.7572e-01   1.8012e-01   1.8252e-01   1.7622e-01   1.7612e-01   1.7392e-01   1.8192e-01   1.7862e-01   1.7902e-01   1.7962e-01   1.8132e-01   1.7922e-01   1.8242e-01   1.8002e-01   1.8152e-01   1.8262e-01   1.8362e-01   1.8092e-01   1.8362e-01   1.8012e-01   1.8112e-01   1.8382e-01   1.8652e-01   1.8332e-01
   1.0321e-05   1.0321e-09   1.0321e-13   1.0321e-17   1.0321e-21   1.0321e-25   1.0321e-29   1.0321e-33   1.0000e-04   1.0001e-04   1.0001e-08   2.0000e-04   1.0002e-04   8.0001e-04   1.0001e-03   1.4001e-03   2.8001e-03   3.1003e-03   3.4003e-03   4.7003e-03   4.9005e-03   7.7005e-03   7.7008e-03   7.6008e-03   8.3008e-03   9.9008e-03   1.2501e-02   1.4401e-02   1.3901e-02   1.6601e-02   1.7902e-02   1.9902e-02   1.9802e-02   2.0102e-02   2.1102e-02   2.3002e-02   2.2002e-02   2.3402e-02   2.8902e-02   2.9903e-02   2.7703e-02   3.1703e-02   3.4303e-02   3.5903e-02   3.5004e-02   3.8004e-02   4.0204e-02   3.9004e-02   4.1104e-02   4.1004e-02   4.6004e-02   4.1805e-02   4.4504e-02   4.5204e-02   4.5305e-02   4.5505e-02   4.6605e-02   5.2205e-02   5.2005e-02   5.2105e-02   5.1905e-02   5.5405e-02   5.6906e-02   5.7206e-02   5.5506e-02   5.4206e-02   5.5105e-02   5.8506e-02   5.6206e-02   5.8806e-02   6.0806e-02   6.0406e-02   5.9306e-02   5.8206e-02   6.3206e-02   6.3406e-02   6.7006e-02   6.8207e-02   6.6707e-02   6.3007e-02   6.0306e-02   6.7906e-02   6.4707e-02   6.4906e-02   6.1506e-02   6.3906e-02   6.2406e-02   6.5306e-02   6.6407e-02   6.8007e-02   6.6407e-02   7.0207e-02   7.2407e-02   7.1507e-02   7.4307e-02   7.3607e-02   7.7007e-02   7.5808e-02   7.7108e-02   7.8908e-02   7.8708e-02   7.6908e-02   7.9308e-02   7.8608e-02   7.8808e-02   7.8908e-02   7.8608e-02   7.5008e-02   7.7108e-02   7.7108e-02   7.8708e-02   7.8908e-02   8.0408e-02   7.7508e-02   7.8308e-02   7.7708e-02   8.2208e-02   8.2808e-02   8.1008e-02   7.6008e-02   7.7208e-02   7.8608e-02   8.1308e-02   7.9108e-02   8.0008e-02   8.2008e-02   8.0908e-02   8.0908e-02   7.9008e-02   8.3308e-02   8.1908e-02   7.8408e-02   8.2208e-02   8.4608e-02   8.7608e-02   8.4209e-02   8.3308e-02   8.5208e-02   8.6509e-02   8.9209e-02   8.8509e-02   8.7309e-02   8.9609e-02   8.9809e-02   8.3909e-02   8.7308e-02   8.6509e-02   8.4409e-02   8.6108e-02   8.3709e-02   8.5408e-02   8.6409e-02   8.6709e-02   8.7909e-02   8.6309e-02   8.4109e-02   8.2708e-02   8.5408e-02   8.7509e-02   8.7009e-02   8.6609e-02   8.2509e-02   8.3608e-02   8.7608e-02   8.6909e-02   8.4709e-02   8.9508e-02   8.3809e-02   8.9008e-02   9.0109e-02   9.0609e-02   9.3209e-02   8.9909e-02   8.9609e-02   8.9609e-02   9.2409e-02   9.2709e-02   9.0809e-02   9.0309e-02   9.2409e-02   9.3309e-02   8.8509e-02   8.7809e-02   8.7009e-02   9.1909e-02   9.0509e-02   9.0209e-02   9.3309e-02   9.2109e-02   9.5009e-02   9.0610e-02   8.7309e-02   8.8609e-02   9.1409e-02   9.1909e-02   9.1009e-02   8.9909e-02   8.8609e-02   9.0409e-02
