   1.0000   1.0000   1.0000   1.0000   1.0000   1.0000   1.0000   1.0000   1.0000   1.0000   1.0000   1.0000   1.0000   1.0000   1.0000   1.0000   1.0000   1.0000   1.0000   1.0000   1.0000   1.0000   1.0000   1.0000   1.0000   1.0000   1.0000   1.0000   1.0000   1.0000   1.0000   1.0000   1.0000   1.0000   1.0000   1.0000   1.0000   1.0000   1.0000   1.0000   1.0000   1.0000   1.0000   1.0000   1.0000   1.0000   1.0000   1.0000   1.0000   1.0000   1.0000   1.0000   1.0000   1.0000   1.0000   1.0000   1.0000   1.0000   1.0000   1.0000   1.0000   1.0000   1.0000   1.0000   1.0000   1.0000   1.0000   1.0000   1.0000   1.0000   1.0000   1.0000   1.0000   1.0000   1.0000   1.0000   1.0000   1.0000   1.0000   1.0000   1.0000   1.0000   1.0000   1.0000   1.0000   1.0000   1.0000   1.0000   1.0000   1.0000   1.0000   1.0000   1.0000   1.0000   1.0000   1.0000   1.0000   1.0000   1.0000   1.0000
        0e+00   3.2400e+00  -1.4515e+01   1.1680e+02  -9.7556e+02   8.7888e+03  -8.2762e+04   8.0549e+05  -8.0372e+06   8.1777e+07  -8.4527e+08   8.8508e+09  -9.3685e+10   1.0008e+12  -1.0776e+13   1.1684e+14  -1.2744e+15   1.3975e+16  -1.5397e+17   1.7037e+18  -1.8924e+19   2.1093e+20  -2.3584e+21   2.6446e+22  -2.9733e+23   3.3510e+24  -3.7850e+25   4.2840e+26  -4.8578e+27   5.5179e+28  -6.2777e+29   7.1526e+30  -8.1603e+31   9.3213e+32  -1.0660e+34   1.2203e+35  -1.3983e+36   1.6036e+37  -1.8405e+38   2.1140e+39  -2.4298e+40   2.7943e+41  -3.2154e+42   3.7018e+43  -4.2637e+44   4.9129e+45  -5.6632e+46   6.5303e+47  -7.5324e+48   8.6909e+49  -1.0030e+51   1.1578e+52  -1.3368e+53   1.5438e+54  -1.7831e+55   2.0599e+56  -2.3800e+57   2.7501e+58  -3.1781e+59   3.6732e+60  -4.2458e+61   4.9081e+62  -5.6742e+63   6.5603e+64  -7.5852e+65   8.7708e+66  -1.0142e+68   1.1729e+69  -1.3564e+70   1.5686e+71  -1.8142e+72   2.0983e+73  -2.4269e+74   2.8071e+75  -3.2469e+76   3.7556e+77  -4.3442e+78   5.0251e+79  -5.8128e+80   6.7241e+81  -7.7784e+82   8.9980e+83  -1.0409e+85   1.2041e+86  -1.3930e+87   1.6115e+88  -1.8642e+89   2.1566e+90  -2.4949e+91   2.8863e+92  -3.3391e+93   3.8629e+94  -4.4689e+95   5.1700e+96  -5.9811e+97   6.9195e+98  -8.0051e+99  9.2611e+100 -1.0714e+102  1.2395e+103
        0e+00        0e+00   1.0498e+01  -1.0456e+02   1.0616e+03  -1.0680e+04   1.0863e+05  -1.1182e+06   1.1646e+07  -1.2257e+08   1.3021e+09  -1.3945e+10   1.5044e+11  -1.6333e+12   1.7834e+13  -1.9572e+14   2.1577e+15  -2.3886e+16   2.6541e+17  -2.9591e+18   3.3094e+19  -3.7116e+20   4.1734e+21  -4.7040e+22   5.3137e+23  -6.0145e+24   6.8203e+25  -7.7474e+26   8.8144e+27  -1.0043e+29   1.1458e+30  -1.3088e+31   1.4968e+32  -1.7135e+33   1.9634e+34  -2.2517e+35   2.5844e+36  -2.9684e+37   3.4117e+38  -3.9237e+39   4.5149e+40  -5.1979e+41   5.9869e+42  -6.8985e+43   7.9520e+44  -9.1695e+45   1.0577e+47  -1.2203e+48   1.4084e+49  -1.6258e+50   1.8771e+51  -2.1677e+52   2.5038e+53  -2.8924e+54   3.3418e+55  -3.8615e+56   4.4626e+57  -5.1577e+58   5.9618e+59  -6.8917e+60   7.9673e+61  -9.2115e+62   1.0651e+64  -1.2315e+65   1.4241e+66  -1.6468e+67   1.9045e+68  -2.2026e+69   2.5474e+70  -2.9463e+71   3.4077e+72  -3.9415e+73   4.5590e+74  -5.2734e+75   6.0999e+76  -7.0559e+77   8.1620e+78  -9.4416e+79   1.0922e+81  -1.2634e+82   1.4616e+83  -1.6908e+84   1.9559e+85  -2.2627e+86   2.6176e+87  -3.0282e+88   3.5032e+89  -4.0527e+90   4.6885e+91  -5.4240e+92   6.2749e+93  -7.2594e+94   8.3983e+95  -9.7159e+96   1.1240e+98  -1.3004e+99  1.5044e+100 -1.7405e+101  2.0135e+102 -2.3295e+103
        0e+00        0e+00        0e+00   3.4012e+01  -5.2515e+02   6.6744e+03  -7.8648e+04   8.9768e+05  -1.0096e+07   1.1278e+08  -1.2566e+09   1.3995e+10  -1.5598e+11   1.7410e+12  -1.9467e+13   2.1810e+14  -2.4484e+15   2.7542e+16  -3.1042e+17   3.5055e+18  -3.9657e+19   4.4942e+20  -5.1014e+21   5.7994e+22  -6.6025e+23   7.5268e+24  -8.5912e+25   9.8174e+26  -1.1231e+28   1.2860e+29  -1.4739e+30   1.6907e+31  -1.9408e+32   2.2296e+33  -2.5629e+34   2.9478e+35  -3.3924e+36   3.9059e+37  -4.4991e+38   5.1846e+39  -5.9767e+40   6.8922e+41  -7.9503e+42   9.1735e+43  -1.0587e+45   1.2222e+46  -1.4112e+47   1.6298e+48  -1.8825e+49   2.1747e+50  -2.5127e+51   2.9035e+52  -3.3555e+53   3.8783e+54  -4.4829e+55   5.1823e+56  -5.9912e+57   6.9268e+58  -8.0091e+59   9.2610e+60  -1.0709e+62   1.2384e+63  -1.4322e+64   1.6564e+65  -1.9157e+66   2.2156e+67  -2.5627e+68   2.9641e+69  -3.4285e+70   3.9658e+71  -4.5873e+72   5.3063e+73  -6.1381e+74   7.1004e+75  -8.2137e+76   9.5016e+77  -1.0992e+79   1.2715e+80  -1.4709e+81   1.7017e+82  -1.9686e+83   2.2773e+84  -2.6346e+85   3.0478e+86  -3.5260e+87   4.0791e+88  -4.7191e+89   5.4594e+90  -6.3159e+91   7.3068e+92  -8.4533e+93   9.7795e+94  -1.1314e+96   1.3089e+97  -1.5143e+98   1.7519e+99 -2.0268e+100  2.3448e+101 -2.7127e+102  3.1384e+103
        0e+00        0e+00        0e+00        0e+00   1.1020e+02  -2.3054e+03   3.5415e+04  -4.7943e+05   6.0871e+06  -7.4509e+07   8.9191e+08  -1.0526e+10   1.2308e+11  -1.4304e+12   1.6555e+13  -1.9108e+14   2.2017e+15  -2.5341e+16   2.9148e+17  -3.3518e+18   3.8541e+19  -4.4321e+20   5.0978e+21  -5.8651e+22   6.7500e+23  -7.7710e+24   8.9495e+25  -1.0310e+27   1.1882e+28  -1.3697e+29   1.5795e+30  -1.8218e+31   2.1020e+32  -2.4258e+33   2.8001e+34  -3.2328e+35   3.7331e+36  -4.3116e+37   4.9805e+38  -5.7540e+39   6.6485e+40  -7.6830e+41   8.8795e+42  -1.0263e+44   1.1864e+45  -1.3715e+46   1.5856e+47  -1.8333e+48   2.1198e+49  -2.4511e+50   2.8345e+51  -3.2779e+52   3.7908e+53  -4.3842e+54   5.0706e+55  -5.8647e+56   6.7833e+57  -7.8460e+58   9.0753e+59  -1.0497e+61   1.2143e+62  -1.4046e+63   1.6248e+64  -1.8795e+65   2.1742e+66  -2.5152e+67   2.9096e+68  -3.3659e+69   3.8938e+70  -4.5045e+71   5.2110e+72  -6.0284e+73   6.9741e+74  -8.0681e+75   9.3338e+76  -1.0798e+78   1.2492e+79  -1.4452e+80   1.6719e+81  -1.9342e+82   2.2377e+83  -2.5888e+84   2.9950e+85  -3.4649e+86   4.0086e+87  -4.6376e+88   5.3652e+89  -6.2071e+90   7.1810e+91  -8.3078e+92   9.6114e+93  -1.1120e+95   1.2864e+96  -1.4883e+97   1.7218e+98  -1.9920e+99  2.3046e+100 -2.6662e+101  3.0846e+102 -3.5686e+103
        0e+00        0e+00        0e+00        0e+00        0e+00   3.5705e+02  -9.4260e+03   1.7015e+05  -2.6053e+06   3.6479e+07  -4.8373e+08   6.1905e+09  -7.7320e+10   9.4926e+11  -1.1509e+13   1.3825e+14  -1.6489e+15   1.9562e+16  -2.3109e+17   2.7208e+18  -3.1949e+19   3.7435e+20  -4.3786e+21   5.1139e+22  -5.9654e+23   6.9515e+24  -8.0936e+25   9.4163e+26  -1.0948e+28   1.2722e+29  -1.4776e+30   1.7155e+31  -1.9909e+32   2.3098e+33  -2.6789e+34   3.1062e+35  -3.6009e+36   4.1735e+37  -4.8363e+38   5.6034e+39  -6.4913e+40   7.5188e+41  -8.7080e+42   1.0084e+44  -1.1677e+45   1.3520e+46  -1.5652e+47   1.8120e+48  -2.0975e+49   2.4279e+50  -2.8102e+51   3.2525e+52  -3.7644e+53   4.3566e+54  -5.0418e+55   5.8345e+56  -6.7518e+57   7.8131e+58  -9.0409e+59   1.0462e+61  -1.2105e+62   1.4007e+63  -1.6207e+64   1.8753e+65  -2.1698e+66   2.5105e+67  -2.9047e+68   3.3608e+69  -3.8885e+70   4.4990e+71  -5.2052e+72   6.0224e+73  -6.9678e+74   8.0615e+75  -9.3269e+76   1.0791e+78  -1.2485e+79   1.4444e+80  -1.6711e+81   1.9334e+82  -2.2368e+83   2.5879e+84  -2.9940e+85   3.4639e+86  -4.0075e+87   4.6364e+88  -5.3641e+89   6.2059e+90  -7.1798e+91   8.3065e+92  -9.6100e+93   1.1118e+95  -1.2863e+96   1.4881e+97  -1.7217e+98   1.9918e+99 -2.3044e+100  2.6660e+101 -3.0844e+102  3.5684e+103
        0e+00        0e+00        0e+00        0e+00        0e+00        0e+00   1.1568e+03  -3.6880e+04   7.6553e+05  -1.3090e+07   2.0058e+08  -2.8677e+09   3.9122e+10  -5.1626e+11   6.6478e+12  -8.4029e+13   1.0470e+15  -1.2897e+16   1.5742e+17  -1.9071e+18   2.2962e+19  -2.7504e+20   3.2800e+21  -3.8972e+22   4.6157e+23  -5.4518e+24   6.4240e+25  -7.5540e+26   8.8668e+27  -1.0391e+29   1.2161e+30  -1.4214e+31   1.6596e+32  -1.9358e+33   2.2561e+34  -2.6274e+35   3.0578e+36  -3.5564e+37   4.1341e+38  -4.8034e+39   5.5786e+40  -6.4764e+41   7.5161e+42  -8.7199e+43   1.0114e+45  -1.1728e+46   1.3596e+47  -1.5758e+48   1.8261e+49  -2.1159e+50   2.4512e+51  -2.8393e+52   3.2884e+53  -3.8082e+54   4.4098e+55  -5.1059e+56   5.9114e+57  -6.8435e+58   7.9221e+59  -9.1701e+60   1.0614e+62  -1.2285e+63   1.4219e+64  -1.6456e+65   1.9044e+66  -2.2039e+67   2.5503e+68  -2.9512e+69   3.4151e+70  -3.9517e+71   4.5726e+72  -5.2910e+73   6.1221e+74  -7.0837e+75   8.1962e+76  -9.4834e+77   1.0973e+79  -1.2695e+80   1.4689e+81  -1.6995e+82   1.9663e+83  -2.2750e+84   2.6321e+85  -3.0453e+86   3.5233e+87  -4.0763e+88   4.7161e+89  -5.4563e+90   6.3127e+91  -7.3035e+92   8.4498e+93  -9.7759e+94   1.1310e+96  -1.3085e+97   1.5139e+98  -1.7515e+99  2.0263e+100 -2.3443e+101  2.7122e+102 -3.1378e+103
        0e+00        0e+00        0e+00        0e+00        0e+00        0e+00        0e+00   3.7481e+03  -1.4003e+05   3.2870e+06  -6.2110e+07   1.0340e+09  -1.5849e+10   2.2935e+11  -3.1821e+12   4.2769e+13  -5.6081e+14   7.2113e+15  -9.1279e+16   1.1406e+18  -1.4102e+19   1.7282e+20  -2.1021e+21   2.5407e+22  -3.0543e+23   3.6548e+24  -4.3559e+25   5.1736e+26  -6.1264e+27   7.2355e+28  -8.5259e+29   1.0026e+31  -1.1770e+32   1.3794e+33  -1.6145e+34   1.8873e+35  -2.2039e+36   2.5710e+37  -2.9967e+38   3.4902e+39  -4.0622e+40   4.7251e+41  -5.4931e+42   6.3828e+43  -7.4133e+44   8.6069e+45  -9.9891e+46   1.1590e+48  -1.3443e+49   1.5588e+50  -1.8072e+51   2.0947e+52  -2.4275e+53   2.8128e+54  -3.2586e+55   3.7746e+56  -4.3718e+57   5.0630e+58  -5.8628e+59   6.7884e+60  -7.8594e+61   9.0988e+62  -1.0533e+64   1.2192e+65  -1.4113e+66   1.6334e+67  -1.8905e+68   2.1880e+69  -2.5321e+70   2.9303e+71  -3.3910e+72   3.9241e+73  -4.5409e+74   5.2544e+75  -6.0800e+76   7.0352e+77  -8.1404e+78   9.4190e+79  -1.0898e+81   1.2610e+82  -1.4590e+83   1.6881e+84  -1.9531e+85   2.2598e+86  -2.6145e+87   3.0250e+88  -3.4998e+89   4.0492e+90  -4.6848e+91   5.4202e+92  -6.2710e+93   7.2552e+94  -8.3939e+95   9.7114e+96  -1.1236e+98   1.2999e+99 -1.5039e+100  1.7399e+101 -2.0130e+102  2.3289e+103
        0e+00        0e+00        0e+00        0e+00        0e+00        0e+00        0e+00        0e+00   1.2144e+04  -5.2025e+05   1.3501e+07  -2.7522e+08   4.8583e+09  -7.7974e+10   1.1704e+12  -1.6724e+13   2.3022e+14  -3.0786e+15   4.0236e+16  -5.1624e+17   6.5246e+18  -8.1446e+19   1.0063e+21  -1.2325e+22   1.4986e+23  -1.8108e+24   2.1765e+25  -2.6040e+26   3.1033e+27  -3.6855e+28   4.3640e+29  -5.1539e+30   6.0728e+31  -7.1412e+32   8.3827e+33  -9.8248e+34   1.1499e+36  -1.3442e+37   1.5696e+38  -1.8311e+39   2.1343e+40  -2.4857e+41   2.8931e+42  -3.3652e+43   3.9121e+44  -4.5458e+45   5.2797e+46  -6.1298e+47   7.1142e+48  -8.2540e+49   9.5738e+50  -1.1102e+52   1.2871e+53  -1.4918e+54   1.7289e+55  -2.0032e+56   2.3207e+57  -2.6882e+58   3.1136e+59  -3.6058e+60   4.1754e+61  -4.8346e+62   5.5974e+63  -6.4800e+64   7.5014e+65  -8.6832e+66   1.0051e+68  -1.1633e+69   1.3464e+70  -1.5582e+71   1.8033e+72  -2.0869e+73   2.4150e+74  -2.7947e+75   3.2339e+76  -3.7421e+77   4.3301e+78  -5.0104e+79   5.7974e+80  -6.7080e+81   7.7616e+82  -8.9805e+83   1.0391e+85  -1.2022e+86   1.3910e+87  -1.6094e+88   1.8620e+89  -2.1543e+90   2.4925e+91  -2.8838e+92   3.3365e+93  -3.8602e+94   4.4661e+95  -5.1670e+96   5.9780e+97  -6.9163e+98   8.0018e+99 -9.2576e+100  1.0711e+102 -1.2391e+103
        0        0        0        0        0        0        0        0        0        0        0        0        0        0        0        0        0        0        0        0        0        0        0        0        0        0        0        0        0        0        0        0        0        0        0        0        0        0        0        0        0        0        0        0        0        0        0        0        0        0        0        0        0        0        0        0        0        0        0        0        0        0        0        0        0        0        0        0        0        0        0        0        0        0        0        0        0        0        0        0        0        0        0        0        0        0        0        0        0        0        0        0        0        0        0        0        0        0        0        0
