   0.0010        0        0        0        0        0        0        0        0        0
   1.0010   0.2600        0        0        0        0        0        0        0        0
   1.0010   0.2440        0        0        0        0        0        0        0        0
   1.0010   0.2240        0        0        0        0        0        0        0        0
   1.0010   0.2510        0        0        0        0        0        0        0        0
   1.0010   0.2490        0        0        0        0        0        0        0        0
   1.0010   0.2570        0        0        0        0        0        0        0        0
   1.0010   0.2680        0        0        0        0        0        0        0        0
   1.0010   0.2750        0        0        0        0        0        0        0        0
   0.0010        0        0        0        0        0        0        0        0        0

   1.0000e-06        0e+00        0e+00        0e+00        0e+00        0e+00        0e+00        0e+00        0e+00        0e+00
   1.0010e+00   2.9826e-01   6.9000e-02        0e+00        0e+00        0e+00        0e+00        0e+00        0e+00        0e+00
   1.0010e+00   3.7524e-01   5.9000e-02        0e+00        0e+00        0e+00        0e+00        0e+00        0e+00        0e+00
   1.0010e+00   4.0122e-01   5.4000e-02        0e+00        0e+00        0e+00        0e+00        0e+00        0e+00        0e+00
   1.0010e+00   3.7925e-01   5.8000e-02        0e+00        0e+00        0e+00        0e+00        0e+00        0e+00        0e+00
   1.0010e+00   3.5425e-01   6.0000e-02        0e+00        0e+00        0e+00        0e+00        0e+00        0e+00        0e+00
   1.0010e+00   3.9426e-01   6.7000e-02        0e+00        0e+00        0e+00        0e+00        0e+00        0e+00        0e+00
   1.0010e+00   3.7427e-01   7.1000e-02        0e+00        0e+00        0e+00        0e+00        0e+00        0e+00        0e+00
   1.0010e+00   3.3127e-01   6.6000e-02        0e+00        0e+00        0e+00        0e+00        0e+00        0e+00        0e+00
   1.0000e-06        0e+00        0e+00        0e+00        0e+00        0e+00        0e+00        0e+00        0e+00        0e+00

   1.0000e-09        0e+00        0e+00        0e+00        0e+00        0e+00        0e+00        0e+00        0e+00        0e+00
   1.0010e+00   3.5830e-01   8.1069e-02   1.6000e-02        0e+00        0e+00        0e+00        0e+00        0e+00        0e+00
   1.0010e+00   4.4238e-01   1.2206e-01   2.3000e-02        0e+00        0e+00        0e+00        0e+00        0e+00        0e+00
   1.0010e+00   4.5640e-01   1.2505e-01   1.5000e-02        0e+00        0e+00        0e+00        0e+00        0e+00        0e+00
   1.0010e+00   4.5038e-01   1.1206e-01   1.7000e-02        0e+00        0e+00        0e+00        0e+00        0e+00        0e+00
   1.0010e+00   4.7635e-01   1.3006e-01   1.3000e-02        0e+00        0e+00        0e+00        0e+00        0e+00        0e+00
   1.0010e+00   4.6139e-01   1.3207e-01   1.7000e-02        0e+00        0e+00        0e+00        0e+00        0e+00        0e+00
   1.0010e+00   4.7837e-01   1.2607e-01   2.1000e-02        0e+00        0e+00        0e+00        0e+00        0e+00        0e+00
   1.0010e+00   3.5733e-01   9.1066e-02   1.6000e-02        0e+00        0e+00        0e+00        0e+00        0e+00        0e+00
   1.0000e-09        0e+00        0e+00        0e+00        0e+00        0e+00        0e+00        0e+00        0e+00        0e+00

   1.0000e-12        0e+00        0e+00        0e+00        0e+00        0e+00        0e+00        0e+00        0e+00        0e+00
   1.0010e+00   3.7136e-01   1.2008e-01   2.2016e-02   4.0000e-03        0e+00        0e+00        0e+00        0e+00        0e+00
   1.0010e+00   4.8344e-01   1.7512e-01   4.9023e-02   3.0000e-03        0e+00        0e+00        0e+00        0e+00        0e+00
   1.0010e+00   5.0246e-01   2.0113e-01   4.2015e-02   1.0000e-03        0e+00        0e+00        0e+00        0e+00        0e+00
   1.0010e+00   4.8545e-01   1.6311e-01   3.1017e-02   7.0000e-03        0e+00        0e+00        0e+00        0e+00        0e+00
   1.0010e+00   5.4648e-01   1.9013e-01   4.2013e-02   4.0000e-03        0e+00        0e+00        0e+00        0e+00        0e+00
   1.0010e+00   5.5646e-01   2.0213e-01   3.6017e-02   2.0000e-03        0e+00        0e+00        0e+00        0e+00        0e+00
   1.0010e+00   4.7248e-01   1.8413e-01   4.4021e-02   5.0000e-03        0e+00        0e+00        0e+00        0e+00        0e+00
   1.0010e+00   3.7536e-01   1.2509e-01   3.3016e-02   5.0000e-03        0e+00        0e+00        0e+00        0e+00        0e+00
   1.0000e-12        0e+00        0e+00        0e+00        0e+00        0e+00        0e+00        0e+00        0e+00        0e+00

   1.0000e-15        0e+00        0e+00        0e+00        0e+00        0e+00        0e+00        0e+00        0e+00        0e+00
   1.0010e+00   4.1237e-01   1.3812e-01   3.0022e-02   9.0040e-03        0e+00        0e+00        0e+00        0e+00        0e+00
   1.0010e+00   5.3248e-01   1.9918e-01   5.9049e-02   1.9003e-02        0e+00        0e+00        0e+00        0e+00        0e+00
