-0.00986408 -5.34845e-05 0.988163 0.0627905 5.19006 0.027656 
-0.00986365 -0.000106967 0.982253 0.125333 5.18984 0.0553112 
-0.00986293 -0.000160444 0.972429 0.187381 5.18948 0.0829649 
-0.00986192 -0.000213916 0.95873 0.248688 5.18897 0.110616 
-0.00986062 -0.000267378 0.94121 0.309014 5.18831 0.138264 
-0.00985903 -0.000320829 0.919939 0.36812 5.18751 0.165909 
-0.00985715 -0.000374267 0.895002 0.425772 5.18656 0.193549 
-0.00985498 -0.00042769 0.866496 0.481744 5.18547 0.221183 
-0.00985253 -0.000481095 0.834536 0.535815 5.18423 0.248811 
-0.00984979 -0.00053448 0.799247 0.587772 5.18284 0.276432 
-0.00984677 -0.000587844 0.76077 0.63741 5.18131 0.304045 
-0.00984345 -0.000641184 0.719256 0.684534 5.17963 0.33165 
-0.00983986 -0.000694498 0.674871 0.728959 5.17781 0.359245 
-0.00983597 -0.000747784 0.627789 0.77051 5.17584 0.38683 
-0.00983181 -0.000801041 0.578197 0.809024 5.17372 0.414405 
-0.00982736 -0.000854266 0.526291 0.844351 5.17146 0.441967 
-0.00982263 -0.000907457 0.472275 0.876351 5.16906 0.469518 
-0.00981761 -0.000960613 0.416363 0.904901 5.16651 0.497055 
-0.00981232 -0.00101373 0.358776 0.929888 5.16381 0.524578 
-0.00980674 -0.00106681 0.29974 0.951215 5.16097 0.552086 
-0.00980089 -0.00111985 0.239487 0.9688 5.15798 0.579579 
-0.00979475 -0.00117285 0.178255 0.982574 5.15485 0.607056 
-0.00978834 -0.0012258 0.116286 0.992485 5.15158 0.634515 
-0.00978166 -0.00127871 0.0538212 0.998495 5.14815 0.661957 
-0.00977469 -0.00133156 -0.0088926 1.00058 5.14459 0.68938 
-0.00976745 -0.00138438 -0.0716096 0.998736 5.14088 0.716783 
-0.00975994 -0.00143714 -0.134084 0.992969 5.13702 0.744167 
-0.00975216 -0.00148985 -0.19607 0.983303 5.13302 0.771529 
-0.0097441 -0.0015425 -0.257327 0.969778 5.12888 0.79887 
-0.00973577 -0.00159511 -0.317612 0.952448 5.12459 0.826189 
-0.00972717 -0.00164765 -0.376692 0.931381 5.12016 0.853484 
-0.00971831 -0.00170014 -0.434335 0.906661 5.11558 0.880755 
-0.00970917 -0.00175258 -0.490316 0.878386 5.11086 0.908002 
-0.00969977 -0.00180495 -0.544416 0.846668 5.106 0.935222 
-0.0096901 -0.00185727 -0.596425 0.81163 5.10099 0.962417 
-0.00968016 -0.00190952 -0.646139 0.773412 5.09584 0.989585 
-0.00966996 -0.00196171 -0.693364 0.732163 5.09055 1.01672 
-0.0096595 -0.00201384 -0.737917 0.688044 5.08511 1.04384 
-0.00964877 -0.0020659 -0.779625 0.64123 5.07953 1.07092 
-0.00963778 -0.0021179 -0.818324 0.591902 5.07381 1.09797 
-0.00962653 -0.00216984 -0.853865 0.540254 5.06794 1.12499 
-0.00961502 -0.00222171 -0.886109 0.486488 5.06194 1.15198 
-0.00960325 -0.00227351 -0.914931 0.430814 5.05579 1.17894 
-0.00959122 -0.00232524 -0.940219 0.37345 5.0495 1.20586 
-0.00957893 -0.0023769 -0.961874 0.314619 5.04306 1.23275 
-0.00956638 -0.0024285 -0.979812 0.254551 5.03649 1.2596 
-0.00955358 -0.00248002 -0.993964 0.19348 5.02977 1.28642 
-0.00954052 -0.00253147 -1.00427 0.131644 5.02291 1.31321 
-0.0095272 -0.00258286 -1.0107 0.0692855 5.01591 1.33995 
-0.00951362 -0.00263416 -1.01323 0.00664618 5.00877 1.36666 
-0.00949979 -0.0026854 -1.01183 -0.0560293 5.00149 1.39333 
-0.00948571 -0.00273656 -1.00653 -0.118497 4.99407 1.41997 
-0.00947137 -0.00278765 -0.997335 -0.180512 4.98651 1.44656 
-0.00945677 -0.00283866 -0.984285 -0.241834 4.9788 1.47311 
-0.00944193 -0.0028896 -0.967432 -0.302224 4.97096 1.49962 
-0.00942682 -0.00294046 -0.946839 -0.361445 4.96298 1.52609 
-0.00941147 -0.00299124 -0.922587 -0.419267 4.95486 1.55251 
-0.00939585 -0.00304195 -0.894771 -0.475463 4.9466 1.57889 
-0.00937999 -0.00309257 -0.863497 -0.529816 4.9382 1.60523 
-0.00936387 -0.00314312 -0.828889 -0.582111 4.92966 1.63152 
-0.0093475 -0.00319359 -0.791079 -0.632145 4.92099 1.65777 
-0.00933088 -0.00324397 -0.750215 -0.679722 4.91217 1.68396 
-0.009314 -0.00329428 -0.706456 -0.724655 4.90322 1.71012 
-0.00929687 -0.0033445 -0.659972 -0.76677 4.89413 1.73622 
-0.00927948 -0.00339463 -0.610945 -0.805899 4.8849 1.76228 
-0.00926184 -0.00344469 -0.559564 -0.841891 4.87554 1.78828 
-0.00924395 -0.00349465 -0.506031 -0.874602 4.86604 1.81424 
-0.0092258 -0.00354453 -0.450554 -0.903906 4.8564 1.84014 
-0.0092074 -0.00359433 -0.393349 -0.929685 4.84662 1.86599 
-0.00918875 -0.00364403 -0.334641 -0.951839 4.83671 1.8918 
-0.00916984 -0.00369365 -0.274657 -0.970279 4.82667 1.91754 
-0.00915068 -0.00374317 -0.213633 -0.984932 4.81648 1.94324 
-0.00913126 -0.0037926 -0.151808 -0.995739 4.80617 1.96888 
-0.00911159 -0.00384194 -0.0894233 -1.00266 4.79572 1.99446 
-0.00909167 -0.00389118 -0.0267233 -1.00566 4.78513 2.01999 
-0.00907149 -0.00394033 0.0360459 -1.00473 4.77441 2.04546 
-0.00905105 -0.00398938 0.0986384 -0.999876 4.76356 2.07087 
-0.00903036 -0.00403833 0.160808 -0.99111 4.75257 2.09623 
-0.00900941 -0.00408718 0.222311 -0.978468 4.74145 2.12152 
-0.00898821 -0.00413593 0.282906 -0.961998 4.73019 2.14676 
-0.00896675 -0.00418458 0.342353 -0.941763 4.7188 2.17194 
-0.00894504 -0.00423312 0.40042 -0.917843 4.70728 2.19705 
-0.00892307 -0.00428156 0.456877 -0.89033 4.69563 2.22211 
-0.00890085 -0.00432989 0.511503 -0.859331 4.68385 2.2471 
-0.00887837 -0.0043781 0.56408 -0.824968 4.67193 2.27203 
-0.00885563 -0.00442621 0.614403 -0.787375 4.65989 2.2969 
-0.00883264 -0.0044742 0.662272 -0.7467 4.64771 2.3217 
-0.00880939 -0.00452208 0.707499 -0.703101 4.63541 2.34643 
-0.00878589 -0.00456985 0.749904 -0.65675 4.62297 2.3711 
-0.00876213 -0.00461749 0.78932 -0.60783 4.6104 2.39571 
-0.00873812 -0.00466501 0.825591 -0.556532 4.59771 2.42024 
-0.00871385 -0.00471241 0.858573 -0.503058 4.58488 2.44471 
-0.00868933 -0.00475969 0.888137 -0.447619 4.57193 2.46911 
-0.00866455 -0.00480684 0.914164 -0.390434 4.55885 2.49344 
-0.00863952 -0.00485386 0.936552 -0.331728 4.54564 2.5177 
-0.00861424 -0.00490075 0.955213 -0.271733 4.5323 2.54189 
-0.00858871 -0.00494751 0.970071 -0.210684 4.51884 2.56601 
-0.00856292 -0.00499414 0.981069 -0.148824 4.50525 2.59006 
-0.00853688 -0.00504063 0.988163 -0.0863963 4.49153 2.61404 
-0.00851059 -0.00508698 0.991325 -0.0236471 4.47769 2.63794 
-0.00848405 -0.00513319 0.990542 0.0391755 4.46372 2.66177 
-0.00845726 -0.00517926 0.985817 0.101823 4.44963 2.68552 
-0.00843022 -0.00522518 0.97717 0.16405 4.43541 2.7092 
-0.00840293 -0.00527096 0.964635 0.225608 4.42107 2.7328 
-0.0083754 -0.00531659 0.948262 0.286256 4.40661 2.75632 
-0.00834762 -0.00536207 0.928115 0.345754 4.39202 2.77977 
-0.0083196 -0.0054074 0.904275 0.403867 4.37731 2.80314 
-0.00829133 -0.00545257 0.876836 0.460367 4.36247 2.82643 
-0.00826282 -0.00549759 0.845907 0.51503 4.34752 2.84965 
-0.00823407 -0.00554245 0.811611 0.567641 4.33244 2.87278 
-0.00820508 -0.00558715 0.774084 0.617993 4.31724 2.89583 
-0.00817585 -0.00563169 0.733475 0.665888 4.30192 2.9188 
-0.00814639 -0.00567606 0.689944 0.711137 4.28648 2.94169 
-0.00811668 -0.00572028 0.643663 0.753563 4.27092 2.9645 
-0.00808674 -0.00576432 0.594817 0.793 4.25524 2.98723 
-0.00805657 -0.0058082 0.543597 0.829292 4.23944 3.00987 
-0.00802617 -0.0058519 0.490206 0.862298 4.22353 3.03242 
-0.00799554 -0.00589544 0.434856 0.891888 4.20749 3.0549 
-0.00796467 -0.0059388 0.377764 0.917948 4.19134 3.07728 
-0.00793358 -0.00598199 0.319155 0.940375 4.17507 3.09958 
-0.00790227 -0.006025 0.259262 0.959082 4.15868 3.1218 
-0.00787073 -0.00606784 0.198319 0.973998 4.14218 3.14392 
-0.00783897 -0.00611049 0.136566 0.985065 4.12556 3.16596 
-0.00780698 -0.00615297 0.0742471 0.99224 4.10882 3.18791 
-0.00777478 -0.00619526 0.0116061 0.995496 4.09197 3.20977 
-0.00774236 -0.00623738 -0.0511106 0.994823 4.07501 3.23155 
-0.00770973 -0.00627931 -0.113657 0.990223 4.05793 3.25323 
-0.00767688 -0.00632105 -0.175788 0.981717 4.04074 3.27482 
-0.00764382 -0.00636261 -0.237259 0.969338 4.02344 3.29631 
-0.00761054 -0.00640399 -0.297831 0.953136 4.00602 3.31772 
-0.00757706 -0.00644517 -0.357265 0.933177 3.98849 3.33903 
-0.00754337 -0.00648617 -0.415331 0.909539 3.97085 3.36026 
-0.00750947 -0.00652698 -0.4718 0.882315 3.9531 3.38138 
-0.00747537 -0.0065676 -0.526452 0.851614 3.93524 3.40241 
-0.00744107 -0.00660802 -0.579073 0.817556 3.91727 3.42335 
-0.00740657 -0.00664826 -0.62946 0.780276 3.89919 3.44419 
-0.00737186 -0.0066883 -0.677414 0.739919 3.881 3.46494 
-0.00733696 -0.00672816 -0.722749 0.696644 3.8627 3.48559 
-0.00730186 -0.00676782 -0.765289 0.650622 3.84429 3.50614 
-0.00726657 -0.00680728 -0.804868 0.602031 3.82578 3.52659 
-0.00723108 -0.00684655 -0.841331 0.551063 3.80716 3.54695 
-0.0071954 -0.00688563 -0.874537 0.497916 3.78843 3.5672 
-0.00715953 -0.00692451 -0.904357 0.442799 3.7696 3.58736 
-0.00712347 -0.0069632 -0.930674 0.385926 3.75067 3.60741 
