   1.0000   1.0000   1.0000   1.0000   1.0000   1.0000   1.0000   1.0000   1.0000   1.0000   1.0000   1.0000   1.0000   1.0000   1.0000   1.0000   1.0000   1.0000   1.0000   1.0000   1.0000   1.0000   1.0000   1.0000   1.0000   1.0000   1.0000   1.0000   1.0000   1.0000   1.0000   1.0000   1.0000   1.0000   1.0000   1.0000   1.0000   1.0000   1.0000   1.0000   1.0000   1.0000   1.0000   1.0000   1.0000   1.0000   1.0000   1.0000   1.0000   1.0000   1.0000   1.0000   1.0000   1.0000   1.0000   1.0000   1.0000   1.0000   1.0000   1.0000   1.0000   1.0000   1.0000   1.0000   1.0000   1.0000   1.0000   1.0000   1.0000   1.0000   1.0000   1.0000   1.0000   1.0000   1.0000   1.0000   1.0000   1.0000   1.0000   1.0000   1.0000   1.0000   1.0000   1.0000   1.0000   1.0000   1.0000   1.0000   1.0000   1.0000   1.0000   1.0000   1.0000   1.0000   1.0000   1.0000   1.0000   1.0000   1.0000   1.0000
        0   0.2945   0.4378   0.5220   0.5779   0.6182   0.6490   0.6735   0.6934   0.7102   0.7245   0.7368   0.7477   0.7573   0.7659   0.7736   0.7807   0.7871   0.7929   0.7983   0.8033   0.8080   0.8123   0.8163   0.8201   0.8237   0.8270   0.8301   0.8331   0.8358   0.8385   0.8410   0.8433   0.8455   0.8477   0.8497   0.8516   0.8534   0.8551   0.8567   0.8583   0.8597   0.8611   0.8625   0.8637   0.8649   0.8661   0.8672   0.8682   0.8692   0.8701   0.8710   0.8719   0.8727   0.8735   0.8742   0.8749   0.8756   0.8762   0.8768   0.8774   0.8779   0.8785   0.8790   0.8794   0.8799   0.8803   0.8807   0.8811   0.8815   0.8818   0.8822   0.8825   0.8828   0.8831   0.8834   0.8836   0.8839   0.8841   0.8843   0.8846   0.8848   0.8850   0.8852   0.8853   0.8855   0.8857   0.8858   0.8860   0.8861   0.8862   0.8864   0.8865   0.8866   0.8867   0.8868   0.8869   0.8870   0.8871        0
        0   0.0434   0.1289   0.2062   0.2698   0.3218   0.3647   0.4009   0.4317   0.4583   0.4816   0.5021   0.5205   0.5370   0.5519   0.5654   0.5778   0.5892   0.5998   0.6095   0.6186   0.6270   0.6349   0.6423   0.6492   0.6558   0.6619   0.6677   0.6732   0.6784   0.6832   0.6879   0.6923   0.6964   0.7004   0.7041   0.7077   0.7111   0.7143   0.7173   0.7202   0.7230   0.7256   0.7281   0.7305   0.7328   0.7349   0.7370   0.7389   0.7408   0.7426   0.7442   0.7458   0.7474   0.7488   0.7502   0.7515   0.7528   0.7540   0.7551   0.7562   0.7572   0.7582   0.7591   0.7600   0.7609   0.7617   0.7624   0.7632   0.7639   0.7645   0.7652   0.7658   0.7663   0.7669   0.7674   0.7679   0.7684   0.7688   0.7692   0.7696   0.7700   0.7704   0.7708   0.7711   0.7714   0.7717   0.7720   0.7723   0.7725   0.7728   0.7730   0.7733   0.7735   0.7737   0.7739   0.7741   0.7742   0.7744        0
        0   0.0064   0.0285   0.0635   0.1026   0.1410   0.1770   0.2101   0.2402   0.2675   0.2925   0.3152   0.3360   0.3552   0.3728   0.3892   0.4043   0.4184   0.4316   0.4438   0.4554   0.4662   0.4764   0.4859   0.4950   0.5035   0.5116   0.5192   0.5264   0.5333   0.5398   0.5459   0.5518   0.5573   0.5626   0.5676   0.5724   0.5769   0.5812   0.5853   0.5892   0.5929   0.5965   0.5998   0.6030   0.6061   0.6090   0.6117   0.6143   0.6168   0.6192   0.6215   0.6236   0.6257   0.6277   0.6295   0.6313   0.6330   0.6346   0.6361   0.6376   0.6390   0.6403   0.6415   0.6427   0.6439   0.6450   0.6460   0.6470   0.6479   0.6488   0.6497   0.6505   0.6513   0.6520   0.6527   0.6534   0.6540   0.6546   0.6552   0.6557   0.6562   0.6567   0.6572   0.6577   0.6581   0.6585   0.6589   0.6593   0.6596   0.6599   0.6603   0.6606   0.6609   0.6611   0.6614   0.6617   0.6619   0.6621        0
        0   0.0009   0.0056   0.0163   0.0327   0.0527   0.0746   0.0972   0.1195   0.1412   0.1621   0.1820   0.2008   0.2187   0.2357   0.2517   0.2668   0.2811   0.2947   0.3075   0.3197   0.3312   0.3422   0.3525   0.3624   0.3717   0.3806   0.3890   0.3970   0.4047   0.4119   0.4188   0.4254   0.4316   0.4375   0.4432   0.4486   0.4537   0.4585   0.4632   0.4676   0.4718   0.4758   0.4796   0.4832   0.4867   0.4900   0.4931   0.4961   0.4989   0.5016   0.5042   0.5066   0.5090   0.5112   0.5133   0.5153   0.5172   0.5191   0.5208   0.5225   0.5240   0.5255   0.5270   0.5283   0.5296   0.5309   0.5321   0.5332   0.5342   0.5353   0.5362   0.5371   0.5380   0.5389   0.5397   0.5404   0.5411   0.5418   0.5425   0.5431   0.5437   0.5443   0.5448   0.5453   0.5458   0.5463   0.5467   0.5471   0.5475   0.5479   0.5483   0.5486   0.5490   0.5493   0.5496   0.5499   0.5501   0.5504        0
        0   0.0001   0.0010   0.0037   0.0091   0.0172   0.0277   0.0399   0.0534   0.0675   0.0820   0.0966   0.1110   0.1252   0.1391   0.1526   0.1657   0.1783   0.1904   0.2021   0.2133   0.2240   0.2342   0.2441   0.2534   0.2624   0.2710   0.2792   0.2870   0.2944   0.3015   0.3083   0.3147   0.3209   0.3268   0.3323   0.3377   0.3428   0.3476   0.3522   0.3566   0.3608   0.3648   0.3686   0.3722   0.3756   0.3789   0.3820   0.3850   0.3878   0.3905   0.3931   0.3955   0.3979   0.4001   0.4022   0.4042   0.4061   0.4080   0.4097   0.4114   0.4129   0.4144   0.4159   0.4172   0.4185   0.4198   0.4209   0.4221   0.4231   0.4241   0.4251   0.4260   0.4269   0.4277   0.4285   0.4293   0.4300   0.4307   0.4314   0.4320   0.4326   0.4332   0.4337   0.4342   0.4347   0.4352   0.4356   0.4360   0.4364   0.4368   0.4372   0.4375   0.4378   0.4382   0.4385   0.4387   0.4390   0.4393        0
        0e+00   2.0390e-05   1.8187e-04   7.9076e-04   2.2820e-03   5.0269e-03   9.1944e-03   1.4753e-02   2.1543e-02   2.9349e-02   3.7946e-02   4.7123e-02   5.6697e-02   6.6512e-02   7.6439e-02   8.6375e-02   9.6237e-02   1.0596e-01   1.1549e-01   1.2480e-01   1.3384e-01   1.4262e-01   1.5110e-01   1.5928e-01   1.6716e-01   1.7474e-01   1.8202e-01   1.8899e-01   1.9568e-01   2.0208e-01   2.0821e-01   2.1406e-01   2.1966e-01   2.2500e-01   2.3011e-01   2.3498e-01   2.3963e-01   2.4406e-01   2.4829e-01   2.5232e-01   2.5616e-01   2.5982e-01   2.6332e-01   2.6664e-01   2.6981e-01   2.7283e-01   2.7571e-01   2.7846e-01   2.8107e-01   2.8356e-01   2.8593e-01   2.8819e-01   2.9034e-01   2.9238e-01   2.9434e-01   2.9619e-01   2.9796e-01   2.9965e-01   3.0126e-01   3.0278e-01   3.0424e-01   3.0563e-01   3.0695e-01   3.0821e-01   3.0940e-01   3.1055e-01   3.1163e-01   3.1267e-01   3.1365e-01   3.1459e-01   3.1548e-01   3.1633e-01   3.1715e-01   3.1792e-01   3.1865e-01   3.1935e-01   3.2002e-01   3.2065e-01   3.2126e-01   3.2183e-01   3.2238e-01   3.2290e-01   3.2340e-01   3.2388e-01   3.2433e-01   3.2476e-01   3.2517e-01   3.2555e-01   3.2593e-01   3.2628e-01   3.2662e-01   3.2694e-01   3.2724e-01   3.2753e-01   3.2781e-01   3.2807e-01   3.2832e-01   3.2856e-01   3.2879e-01        0e+00
        0e+00   3.0011e-06   3.1221e-05   1.5839e-04   5.3030e-04   1.3398e-03   2.7674e-03   4.9323e-03   7.8768e-03   1.1577e-02   1.5961e-02   2.0935e-02   2.6389e-02   3.2218e-02   3.8321e-02   4.4608e-02   5.1000e-02   5.7430e-02   6.3843e-02   7.0193e-02   7.6443e-02   8.2566e-02   8.8537e-02   9.4342e-02   9.9967e-02   1.0541e-01   1.1065e-01   1.1570e-01   1.2056e-01   1.2523e-01   1.2970e-01   1.3398e-01   1.3809e-01   1.4201e-01   1.4577e-01   1.4935e-01   1.5278e-01   1.5605e-01   1.5917e-01   1.6215e-01   1.6499e-01   1.6770e-01   1.7029e-01   1.7275e-01   1.7510e-01   1.7734e-01   1.7947e-01   1.8150e-01   1.8344e-01   1.8529e-01   1.8704e-01   1.8872e-01   1.9031e-01   1.9183e-01   1.9328e-01   1.9466e-01   1.9597e-01   1.9722e-01   1.9841e-01   1.9955e-01   2.0063e-01   2.0166e-01   2.0264e-01   2.0357e-01   2.0446e-01   2.0531e-01   2.0612e-01   2.0688e-01   2.0761e-01   2.0831e-01   2.0897e-01   2.0961e-01   2.1021e-01   2.1078e-01   2.1133e-01   2.1185e-01   2.1234e-01   2.1281e-01   2.1326e-01   2.1369e-01   2.1409e-01   2.1448e-01   2.1485e-01   2.1520e-01   2.1554e-01   2.1586e-01   2.1616e-01   2.1645e-01   2.1672e-01   2.1699e-01   2.1724e-01   2.1747e-01   2.1770e-01   2.1792e-01   2.1812e-01   2.1832e-01   2.1850e-01   2.1868e-01   2.1885e-01        0e+00
        0e+00   4.3254e-07   5.1156e-06   2.9495e-05   1.1175e-04   3.1685e-04   7.2614e-04   1.4173e-03   2.4464e-03   3.8398e-03   5.5951e-03   7.6872e-03   1.0076e-02   1.2714e-02   1.5551e-02   1.8538e-02   2.1630e-02   2.4788e-02   2.7976e-02   3.1166e-02   3.4333e-02   3.7457e-02   4.0523e-02   4.3519e-02   4.6435e-02   4.9265e-02   5.2003e-02   5.4647e-02   5.7195e-02   5.9646e-02   6.2001e-02   6.4261e-02   6.6427e-02   6.8502e-02   7.0487e-02   7.2386e-02   7.4201e-02   7.5935e-02   7.7590e-02   7.9171e-02   8.0679e-02   8.2118e-02   8.3490e-02   8.4799e-02   8.6047e-02   8.7236e-02   8.8370e-02   8.9450e-02   9.0480e-02   9.1461e-02   9.2396e-02   9.3286e-02   9.4135e-02   9.4943e-02   9.5713e-02   9.6446e-02   9.7145e-02   9.7810e-02   9.8444e-02   9.9048e-02   9.9623e-02   1.0017e-01   1.0069e-01   1.0119e-01   1.0166e-01   1.0211e-01   1.0254e-01   1.0295e-01   1.0334e-01   1.0371e-01   1.0406e-01   1.0440e-01   1.0472e-01   1.0502e-01   1.0531e-01   1.0559e-01   1.0585e-01   1.0610e-01   1.0634e-01   1.0657e-01   1.0679e-01   1.0699e-01   1.0719e-01   1.0738e-01   1.0755e-01   1.0772e-01   1.0789e-01   1.0804e-01   1.0819e-01   1.0833e-01   1.0846e-01   1.0858e-01   1.0870e-01   1.0882e-01   1.0893e-01   1.0903e-01   1.0913e-01   1.0923e-01   1.0932e-01        0e+00
        0        0        0        0        0        0        0        0        0        0        0        0        0        0        0        0        0        0        0        0        0        0        0        0        0        0        0        0        0        0        0        0        0        0        0        0        0        0        0        0        0        0        0        0        0        0        0        0        0        0        0        0        0        0        0        0        0        0        0        0        0        0        0        0        0        0        0        0        0        0        0        0        0        0        0        0        0        0        0        0        0        0        0        0        0        0        0        0        0        0        0        0        0        0        0        0        0        0        0        0
