0.000717224 0.00191641 -0.0033506 5.5
0.00145446 0.00388457 -0.00678701 5.5
0.00221156 0.00590226 -0.0103005 5.5
0.00298837 0.00796719 -0.0138821 5.5
0.00378469 0.0100769 -0.0175225 5.5
0.00460034 0.0122291 -0.0212122 5.5
0.00543512 0.0144209 -0.0249414 5.5
0.0062888 0.0166499 -0.0287 5.5
0.00716117 0.0189133 -0.032478 5.5
0.00805197 0.0212083 -0.0362651 5.5
0.00896094 0.023532 -0.0400507 5.5
0.00988783 0.0258814 -0.0438244 5.5
0.0108323 0.0282535 -0.0475756 5.5
0.0117942 0.0306453 -0.0512937 5.5
0.0127731 0.0330535 -0.0549681 5.5
0.0137686 0.0354751 -0.0585881 5.5
0.0147806 0.0379068 -0.0621433 5.5
0.0158086 0.0403453 -0.0656232 5.5
0.0168522 0.0427872 -0.0690174 5.5
0.0179112 0.0452293 -0.0723158 5.5
0.018985 0.0476681 -0.0755083 5.5
0.0200734 0.0501003 -0.0785853 5.5
0.0211759 0.0525224 -0.0815371 5.5
0.0222921 0.0549309 -0.0843544 5.5
0.0234216 0.0573224 -0.0870282 5.5
0.0245639 0.0596935 -0.0895499 5.5
0.0257186 0.0620406 -0.0919111 5.5
0.0268852 0.0643603 -0.0941038 5.5
0.0280632 0.0666493 -0.0961206 5.5
0.0292523 0.0689039 -0.0979541 5.5
0.0304517 0.0711209 -0.0995978 5.5
0.0316612 0.0732968 -0.101045 5.5
0.0328801 0.0754282 -0.102291 5.5
0.0341079 0.0775119 -0.10333 5.5
0.0353442 0.0795445 -0.104157 5.5
0.0365883 0.0815229 -0.104768 5.5
0.0378396 0.0834437 -0.105159 5.5
0.0390978 0.0853039 -0.105327 5.5
0.0403621 0.0871004 -0.10527 5.5
0.041632 0.0888302 -0.104986 5.5
0.0429069 0.0904903 -0.104474 5.5
0.0441863 0.0920778 -0.103733 5.5
0.0454695 0.09359 -0.102762 5.5
0.0467559 0.0950242 -0.101563 5.5
0.0480449 0.0963776 -0.100136 5.5
0.0493358 0.0976479 -0.0984833 5.5
0.0506282 0.0988325 -0.0966072 5.5
0.0519213 0.099929 -0.0945107 5.5
0.0532145 0.100935 -0.0921973 5.5
0.0545071 0.101849 -0.0896713 5.5
0.0557985 0.102669 -0.0869374 5.5
0.0570881 0.103392 -0.0840011 5.5
0.0583752 0.104017 -0.0808681 5.5
0.0596591 0.104543 -0.0775451 5.5
0.0609392 0.104967 -0.0740391 5.5
0.0622148 0.105288 -0.0703575 5.5
0.0634852 0.105506 -0.0665086 5.5
0.0647498 0.105618 -0.0625009 5.5
0.0660079 0.105624 -0.0583434 5.5
0.0672588 0.105523 -0.0540455 5.5
0.0685019 0.105314 -0.0496173 5.5
0.0697364 0.104997 -0.0450689 5.5
0.0709617 0.104571 -0.0404111 5.5
0.0721771 0.104036 -0.0356548 5.5
0.0733819 0.103391 -0.0308115 5.5
0.0745755 0.102637 -0.0258927 5.5
0.0757571 0.101773 -0.0209103 5.5
0.0769261 0.100801 -0.0158764 5.5
0.0780819 0.0997199 -0.0108033 5.5
0.0792237 0.0985309 -0.00570342 5.5
0.0803508 0.0972344 -0.000589432 5.5
0.0814627 0.0958315 0.00452602 5.5
0.0825586 0.0943231 0.00963019 5.5
0.0836379 0.0927103 0.0147103 5.5
0.0846999 0.0909945 0.0197536 5.5
0.085744 0.0891772 0.0247474 5.5
0.0867695 0.0872597 0.029679 5.5
0.0877758 0.085244 0.0345358 5.5
